round,client_id,num_examples,valid_loss
1,1,128,5834.982421875
1,5,261,892.5625
1,0,201,1396.0738525390625
1,2,387,828.4725341796875
1,6,298,3478.179931640625
1,3,345,741.5994262695312
1,4,721,867.6167602539062
2,1,128,5766.056640625
2,0,201,1275.55029296875
2,5,261,756.5137939453125
2,2,387,696.810546875
2,3,345,624.8839111328125
2,6,298,3284.59423828125
2,4,721,717.6473999023438
3,1,128,5584.111328125
3,0,201,1214.4659423828125
3,5,261,708.0275268554688
3,6,298,3175.871826171875
3,3,345,584.3194580078125
3,2,387,652.6221923828125
3,4,721,663.3956909179688
4,1,128,5360.61181640625
4,0,201,1186.468994140625
4,5,261,687.44287109375
4,3,345,566.4447631835938
4,6,298,3097.322509765625
4,2,387,633.4981689453125
4,4,721,636.09033203125
5,1,128,5243.994140625
5,0,201,1172.1802978515625
5,5,261,677.469482421875
5,6,298,3053.344482421875
5,2,387,621.7990112304688
5,3,345,557.5152587890625
5,4,721,622.125
6,1,128,5191.890625
6,0,201,1162.1915283203125
6,5,261,673.7969970703125
6,3,345,553.1590576171875
6,6,298,3035.060546875
6,2,387,614.9788818359375
6,4,721,614.0626831054688
7,1,128,5143.48583984375
7,0,201,1159.19580078125
7,5,261,669.348876953125
7,3,345,549.7455444335938
7,2,387,612.0680541992188
7,6,298,3023.493408203125
7,4,721,608.6045532226562
8,0,201,1158.1785888671875
8,1,128,5115.986328125
8,5,261,668.455322265625
8,3,345,548.3810424804688
8,6,298,3006.945556640625
8,2,387,609.5687866210938
8,4,721,606.8790893554688
9,0,201,1152.5068359375
9,1,128,5073.73828125
9,5,261,666.3272094726562
9,6,298,2989.29541015625
9,2,387,606.5337524414062
9,3,345,547.4314575195312
9,4,721,602.4406127929688
10,1,128,5052.29541015625
10,0,201,1149.664306640625
10,5,261,664.7420043945312
10,2,387,605.1787109375
10,6,298,2980.496826171875
10,3,345,545.1843872070312
10,4,721,600.7859497070312
