round,client_id,num_examples,valid_loss,valid_loss_per_1k_counts,valid_mean_library_size
1,1,128,5916.6298828125,17.108285116090258,345834.1875
1,0,201,1359.275390625,684.9314882309931,1984.5421142578125
1,5,261,808.5861206054688,691.681330227017,1169.015380859375
1,6,298,3453.54638671875,18.74592103230797,184229.21875
1,3,345,675.8113403320312,761.1357462362865,887.8985595703125
1,2,387,739.7740478515625,645.8066509919385,1145.50390625
1,4,721,759.760498046875,537.4357489212798,1413.6768798828125
2,1,128,6257.57373046875,18.094144409270726,345834.1875
2,0,201,1270.0506591796875,639.9716305617178,1984.5421142578125
2,3,345,585.4976196289062,659.4194874221394,887.8985595703125
2,6,298,3523.817626953125,19.127354773966065,184229.21875
2,5,261,707.4008178710938,605.1253246127617,1169.015380859375
2,2,387,653.5367431640625,570.5233599755163,1145.50390625
2,4,721,633.9067993164062,448.40996118211586,1413.6768798828125
3,1,128,5952.36083984375,17.211603290873704,345834.1875
3,0,201,1233.8475341796875,621.7290724635674,1984.5421142578125
3,5,261,677.41064453125,579.4711086166856,1169.015380859375
3,6,298,3463.3583984375,18.799180834334987,184229.21875
3,3,345,552.528076171875,622.2873818112627,887.8985595703125
3,2,387,611.7805786132812,534.0711366714904,1145.50390625
3,4,721,602.9295043945312,426.4973903934381,1413.6768798828125
4,1,128,5804.1240234375,16.782967772003946,345834.1875
4,0,201,1210.265625,609.8462764818461,1984.5421142578125
4,5,261,663.5070190429688,567.5776591403187,1169.015380859375
4,3,345,538.425537109375,606.4043299111737,887.8985595703125
4,6,298,3416.580078125,18.54526714666181,184229.21875
4,2,387,595.4616088867188,519.8250310972857,1145.50390625
4,4,721,587.0823364257812,415.2874964762618,1413.6768798828125
5,1,128,5769.27294921875,16.682193830394308,345834.1875
5,0,201,1200.4239501953125,604.8871099897929,1984.5421142578125
5,6,298,3417.20849609375,18.548678212360183,184229.21875
5,5,261,657.947021484375,562.8215219653355,1169.015380859375
5,3,345,532.6799926757812,599.9333830817692,887.8985595703125
5,2,387,588.0191040039062,513.3278862362041,1145.50390625
5,4,721,579.9005126953125,410.2072523399485,1413.6768798828125
6,1,128,5756.080078125,16.644045863622317,345834.1875
6,0,201,1193.6458740234375,601.4716742129333,1984.5421142578125
6,5,261,654.9506225585938,560.2583402063866,1169.015380859375
6,2,387,583.9189453125,509.7485368920056,1145.50390625
6,3,345,529.6323852539062,596.5010006832371,887.8985595703125
6,6,298,3418.44140625,18.55537047412272,184229.21875
6,4,721,576.0302734375,407.46954099621047,1413.6768798828125
7,1,128,5742.81201171875,16.605680465158446,345834.1875
7,0,201,1188.06298828125,598.6584884034985,1984.5421142578125
7,5,261,652.7631225585938,558.3871073576968,1169.015380859375
7,6,298,3409.789794921875,18.508409349354583,184229.21875
7,3,345,528.21728515625,594.9072374470366,887.8985595703125
7,2,387,581.7914428710938,507.89127354159206,1145.50390625
7,4,721,573.7798461914062,405.87764452948653,1413.6768798828125
8,1,128,5715.759765625,16.527457296163718,345834.1875
8,0,201,1180.6904296875,594.9434961624005,1984.5421142578125
8,5,261,651.2267456054688,557.0728586616249,1169.015380859375
8,2,387,580.1015014648438,506.4159914563223,1145.50390625
8,6,298,3402.92919921875,18.47116989434684,184229.21875
8,3,345,527.28759765625,593.8601724647718,887.8985595703125
8,4,721,572.5585327148438,405.01371764116925,1413.6768798828125
9,1,128,5726.7001953125,16.55909219543805,345834.1875
9,0,201,1177.228271484375,593.1989334439751,1984.5421142578125
9,5,261,651.295654296875,557.1318045847881,1169.015380859375
9,3,345,526.3653564453125,592.8214939010888,887.8985595703125
9,6,298,3406.79541015625,18.492155767073882,184229.21875
9,2,387,578.4761352539062,504.9970821118144,1145.50390625
9,4,721,570.9506225585938,403.87632184177744,1413.6768798828125
10,1,128,5726.0439453125,16.557194609763467,345834.1875
10,0,201,1170.6048583984375,589.8614315562716,1984.5421142578125
10,5,261,650.2785034179688,556.2617126365901,1169.015380859375
10,6,298,3405.228759765625,18.483651956434237,184229.21875
10,2,387,577.5498657226562,504.1884689607723,1145.50390625
10,3,345,525.6505126953125,592.0163977172466,887.8985595703125
10,4,721,569.9078369140625,403.1386811177944,1413.6768798828125
