round,client_id,num_examples,valid_loss
1,1,128,6102.37646484375
1,0,201,1369.20703125
1,5,261,821.3673095703125
1,6,298,3432.206787109375
1,3,345,674.0880126953125
1,2,387,734.2142333984375
1,4,721,749.0260009765625
2,1,128,5798.1572265625
2,0,201,1235.5816650390625
2,5,261,734.1492309570312
2,6,298,3202.15576171875
2,2,387,661.396728515625
2,3,345,601.0582885742188
2,4,721,644.797607421875
3,0,201,1209.2169189453125
3,1,128,5661.4521484375
3,5,261,707.0516967773438
3,6,298,3125.820068359375
3,3,345,576.500732421875
3,2,387,632.31982421875
3,4,721,616.3360595703125
4,1,128,5549.46337890625
4,0,201,1196.707763671875
4,5,261,693.0565185546875
4,6,298,3077.694091796875
4,3,345,564.73876953125
4,2,387,617.40234375
4,4,721,603.2642822265625
5,1,128,5439.10595703125
5,0,201,1193.96533203125
5,3,345,562.0404663085938
5,5,261,687.7495727539062
5,6,298,3038.278564453125
5,2,387,613.0130004882812
5,4,721,598.4006958007812
6,0,201,1187.3480224609375
6,1,128,5341.033203125
6,5,261,684.143798828125
6,3,345,559.5608520507812
6,6,298,3028.966552734375
6,2,387,608.1082763671875
6,4,721,593.2698364257812
7,1,128,5287.1318359375
7,0,201,1184.3424072265625
7,5,261,682.0364379882812
7,3,345,556.9703369140625
7,2,387,603.9309692382812
7,6,298,3006.05322265625
7,4,721,588.7218627929688
8,1,128,5258.4931640625
8,0,201,1180.0035400390625
8,5,261,679.3524169921875
8,2,387,602.3745727539062
8,6,298,2983.90185546875
8,3,345,555.18212890625
8,4,721,586.3298950195312
9,1,128,5228.11328125
9,0,201,1177.0228271484375
9,3,345,551.6744995117188
9,6,298,2977.010986328125
9,5,261,678.0679321289062
9,2,387,597.0479736328125
9,4,721,582.0990600585938
10,1,128,5188.2578125
10,5,261,676.6372680664062
10,6,298,2956.262939453125
10,0,201,1173.4881591796875
10,2,387,596.3424072265625
10,3,345,550.9091186523438
10,4,721,581.2734985351562
